pg-single	standard	vacuum-small	d2_normalized_indexed	reads	small	1	1	-preparation vacuum -targeted
pg-single	standard	insert-small	d2_normalized_indexed	writes	small	1	1	-write-ops insert
pg-single	standard	blended-small	d2_normalized_indexed	arrival	small	1	1	-arrival-rate 500 -duration 15s
pg-single	standard	vacuum-small	d3_flattened_fk	reads	small	1	2	-preparation vacuum -targeted
pg-single	standard	insert-small	d3_flattened_fk	writes	small	1	2	-write-ops insert
pg-single	standard	blended-small	d3_flattened_fk	arrival	small	1	2	-arrival-rate 500 -duration 15s
pg-single	standard	vacuum-small	d11_copied_key	reads	small	1	1	-preparation vacuum -targeted
pg-single	standard	insert-small	d11_copied_key	writes	small	1	1	-write-ops insert
pg-single	standard	vacuum-small	d12_recency_index	reads	small	1	2	-preparation vacuum -targeted
pg-single	standard	insert-small	d12_recency_index	writes	small	1	2	-write-ops insert
pg-single	standard	vacuum-small	d13_recency_sql	reads	small	1	3	-preparation vacuum -targeted
pg-single	standard	insert-small	d13_recency_sql	writes	small	1	3	-write-ops insert
pg-single	standard	vacuum-small	d17_sum_sql	reads	small	1	4	-preparation vacuum -targeted
pg-single	standard	insert-small	d17_sum_sql	writes	small	1	4	-write-ops insert
pg-single	standard	vacuum-small	d14_sum_plain	reads	small	1	5	-preparation vacuum -targeted
pg-single	standard	insert-small	d14_sum_plain	writes	small	1	5	-write-ops insert
pg-single	standard	vacuum-small	d15_sum_covering	reads	small	1	6	-preparation vacuum -targeted
pg-single	standard	insert-small	d15_sum_covering	writes	small	1	6	-write-ops insert
pg-single	standard	analyze-sum	d14_sum_plain	reads	small	1	1	-preparation analyze -queries q08_total_donated_charity -targeted
pg-single	standard	analyze-sum	d15_sum_covering	reads	small	1	1	-preparation analyze -queries q08_total_donated_charity -targeted
pg-single	standard	vacuum-small	d3_flattened_fk	reads	small	2	1	-preparation vacuum -targeted
pg-single	standard	insert-small	d3_flattened_fk	writes	small	2	1	-write-ops insert
pg-single	standard	blended-small	d3_flattened_fk	arrival	small	2	1	-arrival-rate 500 -duration 15s
pg-single	standard	vacuum-small	d2_normalized_indexed	reads	small	2	2	-preparation vacuum -targeted
pg-single	standard	insert-small	d2_normalized_indexed	writes	small	2	2	-write-ops insert
